107,75
1366,58
649,45
720,1
1012,31
166,64
747,10
1527,33
1704,33
1332,19
1472,7
1118,35
396,33
1688,53
658,57
196,57
1310,68
936,62
594,30
1958,55
1189,21
996,37
621,73
712,74
954,22
1230,22
1882,2
115,72
360,44
699,3
1710,49
724,53
1700,12
1611,52
1719,33
1514,77
1103,46
1165,11
31,21
1665,16
1944,1
1469,50
678,77
591,49
768,70
37,70
864,11
1949,55
243,72
1212,73
1618,23
825,23
1702,66
354,54
1003,73
55,23
205,37
175,43
735,57
952,52
387,9
237,76
790,1
1724,57
203,10
1503,28
1830,6
55,37
164,31
1542,7
1409,20
328,78
562,78
750,76
250,30
1107,35
801,14
1607,61
382,14
1733,21
1683,3
1271,5
103,7
746,56
398,55
1475,31
429,20
655,31
188,23
979,12
115,39
1618,60
660,31
1643,77
1736,28
11,60
1226,28
799,39
499,69
1281,2
485,36
1260,10
32,28
505,16
1975,20
1503,72
1018,44
228,6
405,28
1865,11
1694,12
1796,0
1245,3
926,14
853,61
509,28
798,47
1722,66
1397,68
1498,37
1476,36
1499,65
1085,64
1575,6
260,12
442,8
1892,37
401,6
1688,47
1026,56
1125,32
139,56
1727,60
586,47
190,48
81,78
1388,6
560,42
1567,34
1330,73
1845,60
788,27
1122,30
811,34
366,71
1411,12
1740,43
731,9
1570,66
574,45
1538,67
1815,50
117,66
556,73
1419,24
786,20
16,18
1473,51
1116,29
1908,54
479,12
696,24
199,53
503,12
475,64
999,61
1835,46
168,60
20,33
1981,59
656,47
220,34
712,32
1318,0
1013,52
75,1
1578,72
116,51
371,3
11,24
826,39
1482,76
741,36
1630,57
1748,15
1984,32
232,10
537,57
355,70
1736,48
888,75
617,30
1265,18
545,21
162,11
1176,8
924,20
796,76
555,67
1250,51
1666,41
1004,1
88,22
852,69
1725,62
1225,76
818,20
133,36
303,13
1006,49
1903,41
1749,8
1500,79
1150,65
272,78
6,21
678,55
42,72
1970,61
1838,48
986,17
1180,75
686,47
1673,27
1290,45
1608,24
609,29
1748,42
1699,62
1420,38
1723,47
1545,65
494,60
463,54
391,53
487,43
1065,51
846,12
38,30
223,45
1336,55
116,73
660,53
1831,64
16,12
1687,72
1114,69
1417,76
1486,43
1866,57
1234,48
553,42
1265,63
756,64
983,33
1028,47
1782,10
1320,44
257,6
1124,70
1327,50
377,29
1890,41
1859,16
348,74
1244,38
5,8
1120,55
1759,65
1310,18
86,4
1146,37
1059,39
908,48
1794,46
1642,3
1666,2
129,4
1033,13
259,0
1806,35
1042,49
1713,16
454,60
441,13
352,79
1294,58
1927,63
1035,66
1341,32
823,53
229,31
1932,32
302,20
1066,48
675,7
633,0
1088,70
1277,75
367,54
541,40
156,51
1472,28
1801,65
287,66
534,51
938,34
200,76
350,45
1968,17
434,46
1190,6
225,1
1521,25
623,71
807,49
706,20
1540,12
1135,31
1053,64
131,10
1076,55
940,25
224,7
627,16
377,21
1350,22
1632,77
1425,62
526,72
1407,57
110,67
1557,7
1789,5
1291,62
764,47
577,24
154,14
1027,2
1087,20
1848,46
595,57
578,44
1528,52
1409,18
77,27
1080,34
151,16
563,9
348,14
1929,56
973,55
1605,30
1602,62
812,69
542,58
1855,66
106,77
656,65
861,65
723,27
1210,8
619,33
1545,22
1914,7
432,66
1881,12
1159,21
202,50
1839,61
321,20
1258,3
140,65
51,70
896,30
1980,64
1261,70
587,72
435,74
1460,21
768,22
243,16
1712,71
1830,31
1213,1
1454,15
185,71
91,15
49,12
1980,32
156,76
1767,62
278,28
298,30
1477,79
922,51
1511,6
301,51
976,21
688,43
1793,5
1060,46
1034,58
364,66
1284,59
1842,66
950,67
170,11
948,38
1415,52
645,65
609,56
1872,29
1488,51
1900,50
1784,37
1723,57
197,60
320,59
392,27
1223,2
786,49
1866,61
1503,21
195,18
384,12
1022,35
1097,24
1747,67
4,44
951,73
1570,32
682,34
295,10
273,32
1944,13
314,13
600,69
839,57
1267,74
1716,21
621,57
282,17
1587,68
486,64
686,57
15,52
1298,59
1504,42
1872,48
1588,45
959,29
633,70
697,66
374,28
1995,26
1329,54
1787,38
563,46
1025,77
1966,15
1692,53
1912,2
1196,10
1590,13
521,1
1406,69
1306,30
1736,21
1640,77
1093,37
691,69
1739,48
479,34
491,30
770,21
656,42
805,23
502,2
1665,33
1224,8
870,63
363,44
1102,21
652,60
1501,12
701,16
794,28
964,26
1125,20
1915,19
239,57
1823,74
1066,59
1961,15
130,44
1011,43
1961,22
253,36
1137,18
685,10
354,10
1439,24
1679,28
37,72
1675,24
976,1
1999,66
599,43
1711,71
13,41
1020,79
1722,1
457,15
85,47
1391,0
1317,16
232,2
1087,12
942,68
87,60
997,73
431,54
915,23
1480,28
1806,40
1186,19
353,6
1819,69
1067,2
1627,47
1730,43
665,35
925,55
1877,2
312,40
736,38
1175,60
1941,70
1600,43
844,65
796,60
1104,17
522,59
370,43
1230,50
950,37
1346,29
40,48
328,9
1804,28
1230,63
258,72
641,0
224,67
1570,15
1318,1
844,14
1253,22
27,43
1929,9
295,72
617,70
1004,14
1540,12
106,66
1094,53
1914,53
325,16
411,60
698,37
1920,61
1031,34
880,42
946,33
244,59
1097,78
720,34
233,27
188,21
1138,74
756,63
246,44
1835,29
243,5
1493,21
1619,23
428,16
1374,57
287,4
1575,37
1987,65
486,42
5,42
314,23
1549,43
922,28
50,4
253,36
1625,0
1859,63
1246,40
519,24
876,38
1887,12
1498,16
204,32
1717,15
407,11
591,72
142,3
652,75
1239,13
506,13
596,79
768,17
349,76
92,54
744,51
1962,16
1445,11
1104,67
742,68
944,55
455,19
1021,73
1281,49
52,18
224,61
1748,55
1906,59
753,31
796,29
1069,25
155,72
1613,3
1903,24
248,57
1007,78
1020,48
829,17
1162,59
27,7
18,57
1123,33
606,8
177,62
662,6
719,46
1535,64
81,23
554,17
1164,5
826,36
1926,51
427,12
463,40
1446,13
149,32
935,35
1129,56
214,26
19,77
1102,1
1524,21
1611,48
445,37
1790,59
44,31
1704,73
789,70
420,71
663,42
395,22
1060,48
1729,6
1286,41
1048,67
1785,26
394,27
1971,78
1858,67
1076,40
1861,61
275,73
143,0
423,37
697,37
1684,34
1270,17
1958,31
728,16
1443,62
1479,79
1299,43
448,8
1930,44
1202,51
1606,78
1157,15
106,67
1006,3
498,43
1023,28
1073,79
1829,52
1957,78
408,49
160,64
1529,6
1523,49
69,27
619,73
1793,46
1811,56
293,14
813,60
1251,1
1482,41
756,10
117,78
1648,14
639,79
1567,33
1179,47
11,20
83,18
719,62
720,39
1822,7
1606,65
831,29
1181,78
1989,61
1714,50
1237,33
496,66
660,44
1857,10
0,66
296,54
1087,38
1550,19
1265,18
1513,30
574,28
1628,41
731,72
1644,21
986,57
820,5
1600,73
82,9
1125,69
304,46
464,31
1320,36
671,64
1426,40
684,42
1927,29
684,44
1542,71
1026,78
917,6
1280,8
557,41
1931,50
1028,48
1699,2
1408,8
830,14
326,18
416,62
2,65
1255,74
1179,74
1939,8
1752,65
1832,59
1886,5
1651,30
79,44
452,39
957,59
1976,17
661,71
1542,32
65,35
1295,68
747,54
98,38
523,53
1802,51
264,24
791,41
3,13
950,59
292,21
3,62
1519,43
1002,68
696,15
1852,54
1835,38
906,40
881,69
1731,0
858,31
315,66
1472,15
1815,66
732,49
705,61
559,35
494,49
170,13
448,32
403,56
1220,60
1651,76
1143,73
1829,52
279,69
365,10
639,5
545,58
1734,76
243,62
436,21
661,68
225,9
1882,36
680,27
583,12
1265,28
221,5
1317,64
595,43
1118,35
1539,57
549,42
95,13
227,12
1921,34
1860,61
1504,33
1558,62
382,69
339,24
1140,47
733,33
210,2
1234,7
8,24
583,74
1377,76
1061,57
1079,60
389,18
1497,8
182,53
1749,14
745,61
1273,72
362,0
694,64
866,35
1412,15
1828,64
1402,67
327,65
1430,51
531,58
1548,28
1472,78
1231,23
166,14
1193,32
1909,34
1069,62
525,75
1861,64
230,35
352,36
53,61
1436,47
716,55
1638,73
634,40
23,73
101,50
594,77
173,79
1751,47
577,75
1586,0
1184,8
755,19
1468,72
1945,62
1949,27
598,48
1342,76
1345,46
1905,30
581,60
439,1
1362,31
1034,66
1315,24
258,29
886,79
287,17
148,61
915,44
1477,30
1765,70
873,67
857,2
827,65
1724,44
961,69
1915,66
1496,8
1815,6
1503,23
1260,21
35,63
190,17
1668,62
1462,69
905,49
1461,44
896,21
1325,31
219,67
1302,30
588,23
1585,63
625,22
160,24
564,73
1262,75
1219,25
1792,19
1917,79
92,19
975,4
1320,57
865,71
217,3
1978,16
560,7
1743,45
343,14
826,2
1680,62
98,34
1200,7
479,23
223,34
1284,71
194,41
63,77
603,30
1404,37
1149,25
576,45
754,62
1984,79
148,10
1139,46
1242,19
478,17
1862,6
1516,46
771,57
268,17
75,1
559,57
458,22
1939,28
270,6
960,2
134,33
199,29
1351,26
1939,55
329,23
157,66
1835,8
1711,53
1453,52
1239,49
1040,74
352,32
510,63
1783,75
977,77
803,1
990,42
1403,51
390,3
1892,12
1909,1
1284,73
1522,71
1023,35
1199,56
1770,12
424,32
944,49
1423,45
330,4
1025,1
1575,13
1940,46
1799,51
1100,18
590,11
1558,9
17,44
390,23
1188,70
108,47
272,32
1068,63
831,50
882,2
279,73
141,26
1331,20
1356,74
342,24
1816,63
1011,38
1437,1
998,68
1192,69
165,24
559,29
1332,36
1078,59
1684,26
1484,12
28,65
837,15
1872,74
135,41
1718,48
1875,13
382,8
302,29
1052,16
1797,33
7,35
1801,0
1515,72
198,71
1104,19
636,25
242,15
483,73
1678,47
1014,40
92,15
874,18
1745,18
1475,60
693,11
183,13
169,30
992,60
1343,77
12,48
1552,73
1903,40
1609,14
1676,12
536,35
231,5
659,51
869,10
883,42
545,39
1676,29
1153,16
332,74
384,6
654,19
1882,33
1979,77
552,23
1352,15
520,42
32,16
557,18
1227,10
118,75
1104,76
653,76
1419,79
1904,71
934,64
1346,9
1448,2
594,27
1732,4
579,38
971,57
57,14
1655,1
687,45
840,26
1675,45
100,27
311,29
319,3
1068,66
463,27
458,65
846,66
762,0
429,21
1368,5
843,10
1196,17
1387,72
1103,72
669,71
909,13
1842,34
74,53
617,56
1532,51
102,72
502,54
1473,77
1730,1
534,18
726,6
105,25
1381,55
1213,32
1190,70
1906,9
1082,22
796,64
322,45
345,35
672,37
776,76
940,44
1196,29
1634,23
371,50
1419,21
322,76
849,60
68,59
31,57
1943,52
235,69
1017,4
1079,57
194,57
1286,3
1400,16
27,60
989,26
398,26
584,20
824,5
256,11
569,9
1719,41
1978,8
568,20
954,62
357,35
1331,53
1728,53
1550,8
1342,44
982,41
405,17
164,69
1863,57
167,64
997,69
401,28
1989,40
1600,30
1924,15
1253,36
241,6
1292,36
1702,58
571,51
932,60
248,59
1820,1
1102,60
989,17
120,77
1274,11
1720,55
222,74
454,49
77,41
1479,43
285,72
1552,21
651,67
1609,27
1863,2
1048,12
1370,71
340,65
404,71
453,18
1485,31
682,34
1050,31
628,37
1636,31
599,64
1422,16
245,50
476,66
8,47
1154,40
1437,8
1427,14
793,66
1163,25
1931,45
1087,28
563,71
585,57
126,14
667,36
1893,78
1606,16
525,24
453,16
1806,41
793,42
1402,40
231,9
1654,20
1423,58
1971,4
1668,4
1765,48
1876,41
404,11
207,65
460,28
293,46
77,66
1151,4
1511,69
112,36
1191,50
1216,30
1506,29
1289,74
2,13
1095,44
1700,49
825,43
1854,0
207,77
1315,9
1901,70
1420,32
1922,72
1700,77
111,66
822,25
1889,43
1740,48
829,52
1669,68
1881,15
1468,44
858,59
1714,22
622,23
1352,43
917,52
1764,69
235,38
1610,18
1511,15
1146,69
213,49
353,56
1479,29
1031,44
1030,55
712,53
1938,41
1427,52
1967,10
391,44
64,66
1223,10
583,4
933,44
1007,12
856,54
1323,48
690,47
663,72
565,73
322,42
1645,36
1397,3
308,16
1116,43
624,56
1309,33
1954,27
1520,22
1535,45
214,32
716,15
148,11
1136,33
1899,69
1656,68
1243,4
1676,65
568,10
990,25
1550,66
664,73
1440,44
1708,8
299,28
2,8
15,66
240,12
1704,61
652,54
1732,36
895,76
64,42
173,55
760,37
586,62
1608,48
518,32
625,44
1135,72
632,5
1250,62
335,51
1394,39
621,6
996,15
190,23
1363,34
1564,79
566,39
657,61
1654,36
144,26
792,74
694,61
1658,35
511,72
50,0
1085,55
709,13
592,9
1331,73
1546,15
838,74
208,36
310,42
41,39
1531,65
564,56
450,71
1931,78
595,22
758,10
1415,66
89,53
1470,14
1042,18
1973,52
1513,23
1434,20
150,1
1826,69
974,8
1073,59
1824,4
349,8
708,64
339,26
487,36
1606,52
226,47
940,53
895,41
183,21
1448,46
502,44
1422,44
1326,2
190,20
1991,63
68,37
170,44
1960,63
1865,74
1175,65
1125,56
704,76
947,45
166,42
1526,36
1026,26
519,54
845,49
1507,16
522,47
1749,23
1092,51
117,57
881,49
1174,54
1115,73
1465,44
112,0
1240,33
1859,68
822,54
783,49
1386,56
1921,77
1183,12
478,5
1279,36
870,66
1168,0
1232,7
143,61
251,67
1088,76
1243,24
847,42
1924,54
1402,46
1452,31
1267,60
1603,13
785,38
1641,59
65,72
1102,72
985,50
1864,9
604,71
1604,4
1736,47
586,62
898,0
1779,62
31,19
1150,35
328,70
1214,3
498,26
1435,28
497,7
962,48
871,26
1916,67
1045,26
494,28
456,69
1452,31
1600,25
1998,71
1397,45
757,52
1365,14
1327,47
786,67
1593,48
1254,70
410,15
1213,10
1705,47
1672,31
14,24
84,51
1253,44
369,1
458,38
971,26
1199,31
1232,48
989,9
894,49
609,33
1123,68
1150,62
668,68
486,75
209,17
1358,54
699,52
521,10
165,28
352,38
320,58
1390,51
1044,6
823,33
1329,17
1698,27
1514,47
1908,61
792,47
840,5
1384,56
626,38
1181,19
1955,13
1051,41
280,30
629,33
1794,53
1820,77
749,71
1943,12
19,56
740,68
1802,18
1590,66
250,31
96,62
698,60
682,32
1089,19
1775,4
1852,76
509,68
456,38
1670,22
1304,42
467,11
1430,70
890,13
357,15
1472,66
1287,36
195,55
908,50
1863,4
1154,12
1424,63
1097,55
665,6
1841,7
1526,24
665,56
1427,38
1238,21
837,22
313,34
1928,47
1973,79
1872,67
114,78
1431,72
1663,31
1645,6
1261,60
315,43
1468,65
1084,43
534,25
822,64
699,15
1686,74
1666,20
1686,36
1520,16
929,19
710,49
1278,58
255,59
1142,11
480,5
318,36
853,14
622,27
822,7
1524,76
303,13
1368,41
1181,38
1620,33
488,36
173,33
1251,40
1708,55
324,37
1322,21
907,37
429,22
364,28
1751,12
1437,46
1646,7
885,75
1887,8
1811,36
1676,24
315,61
1374,3
61,35
1667,45
801,27
354,18
449,47
96,32
1487,71
366,77
1461,78
1724,57
913,65
340,50
127,34
1345,22
579,55
298,33
1671,10
591,77
190,11
222,6
210,61
1121,65
1146,10
453,42
1873,54
282,64
1499,5
20,40
1746,25
1977,3
764,49
924,9
1801,71
479,37
1814,58
56,36
1202,25
657,22
1484,38
1637,44
789,20
1200,35
837,59
932,34
1254,7
1400,78
1704,41
1154,29
103,61
1536,21
279,50
5,34
634,56
2,63
484,78
163,26
1672,65
901,76
1442,69
1835,76
1379,13
674,76
495,31
483,6
1444,44
1594,64
1803,60
217,28
395,76
1586,26
530,69
1777,71
458,38
1789,58
651,55
394,65
335,1
507,57
1371,13
153,78
1964,75
976,66
1108,3
318,53
384,41
567,64
291,76
1042,48
1407,5
385,69
1423,13
739,58
1836,53
1015,7
233,40
608,69
1108,29
1923,74
980,43
284,14
766,14
1561,2
546,69
800,73
160,4
1550,63
938,1
559,60
1727,25
1321,2
1963,79
1105,29
1134,52
195,76
1580,15
1138,55
684,59
1483,66
1661,35
384,39
622,60
916,0
1815,72
1002,37
248,19
448,44
775,28
76,75
918,55
29,3
1897,32
1746,34
762,18
207,24
1315,77
352,68
415,33
1545,21
1017,61
1728,45
85,19
1401,12
1585,5
1692,63
476,42
1986,29
1734,25
478,5
869,10
536,78
933,24
1700,37
1365,47
176,5
977,56
407,17
1540,75
157,27
1518,44
1763,32
1371,9
627,69
311,37
1697,25
1079,62
572,6
55,11
878,45
648,42
1326,67
1159,1
1641,2
1090,36
323,37
1166,20
1317,29
1696,37
392,32
798,21
1462,24
382,1
1943,60
1703,77
379,61
519,24
1111,28
709,62
142,14
1317,41
486,17
672,7
504,35
16,77
518,30
751,59
151,39
1781,14
971,67
1860,26
1173,12
620,1
191,23
1280,5
1456,22
873,20
377,32
965,45
19,17
1138,56
1172,64
502,20
1016,65
1908,13
1669,40
1518,14
168,59
888,37
1968,68
964,62
639,14
246,31
549,4
918,65
1126,46
1036,76
1203,55
1499,37
346,50
1016,23
296,39
213,67
1161,10
577,72
140,26
404,6
1187,16
737,26
102,31
454,65
1320,1
1043,37
54,17
1252,62
38,60
271,35
847,27
635,0
984,20
94,76
1673,51
553,40
777,8
556,19
1518,67
298,68
803,45
1583,70
159,42
1955,79
1614,45
911,24
996,72
898,45
1207,29
277,60
354,30
280,78
193,40
1836,44
1246,79
1019,57
1560,20
920,20
1342,42
1964,49
644,6
653,46
229,31
589,39
1373,28
1001,62
840,16
562,43
1078,11
1469,57
448,70
722,10
674,4
1035,77
972,23
366,26
1856,36
1672,4
203,42
840,54
835,18
875,48
733,34
34,47
1553,50
1275,3
1597,3
590,5
1953,57
690,40
1907,32
183,46
1621,48
1487,4
1032,56
1252,47
485,79
831,63
1523,34
747,1
1916,43
1922,44
306,43
396,57
728,74
169,47
337,47
15,45
1645,9
639,50
195,74
231,22
828,10
213,65
619,56
965,49
967,8
536,28
1381,21
832,36
1526,55
795,51
916,55
1604,71
1246,37
236,35
1107,12
1328,62
1168,24
1591,55
1045,37
784,43
6,57
1011,57
628,70
1538,14
646,21
1306,48
1148,79
181,14
962,38
249,31
1243,27
1859,22
1090,56
405,18
1642,19
1057,62
463,60
790,39
509,32
1249,40
1959,0
1897,53
1803,17
1115,18
1209,49
393,35
893,6
436,70
1606,20
614,4
1930,35
1271,33
125,5
1098,36
1445,26
62,47
1206,11
1294,70
56,45
539,65
1739,25
1519,20
1683,30
1388,21
1934,35
1091,13
1577,47
439,68
397,40
961,53
473,60
1161,33
402,73
1301,2
1976,46
1032,63
770,20
1031,19
1988,32
474,74
1043,54
1774,61
563,33
1148,46
1183,54
1697,52
1673,57
1612,60
1689,1
21,47
1358,20
455,43
1738,8
583,52
625,72
1291,27
325,78
854,30
665,73
303,20
883,4
1391,11
1256,41
1492,14
1819,18
725,24
1343,54
938,36
667,41
41,52
23,23
651,19
318,13
1800,74
778,30
93,60
1513,25
1221,3
436,10
1770,53
1431,63
711,54
824,38
119,17
1339,34
1988,48
1595,37
1987,9
1029,53
931,71
1002,43
99,74
1980,41
425,73
1917,15
286,55
1787,32
1101,43
1973,29
1148,13
1964,57
177,50
1666,11
421,55
1063,62
735,0
1481,53
336,74
1717,16
904,4
1261,67
396,48
128,12
1804,25
1191,18
671,57
3,9
1750,78
1934,42
884,15
381,50
1131,46
9,26
335,67
56,18
1713,34
451,25
1725,17
642,21
120,17
325,58
1202,10
541,0
684,30
1971,46
103,12
1136,8
764,78
1916,10
57,59
1626,55
697,52
10,63
1017,73
219,72
41,27
1921,19
925,10
1188,56
573,53
1255,55
1249,72
1288,59
979,25
1606,67
308,54
1810,40
583,5
1129,13
1021,0
702,52
198,9
707,4
1656,36
1306,58
993,35
1229,35
360,67
701,52
375,54
66,14
354,78
372,55
984,20
635,24
138,37
1126,28
937,22
1219,15
1908,72
809,40
1871,57
1057,1
574,26
334,42
1491,35
1753,19
1708,50
369,77
1766,17
1435,70
877,65
1242,19
1753,35
1493,25
1368,63
30,6
1984,44
1776,26
137,32
47,9
150,72
1716,34
1006,27
648,52
321,26
614,35
1216,12
83,38
607,63
43,75
1515,68
1980,40
510,37
103,70
1270,17
421,0
179,64
1232,34
234,25
1692,10
486,49
1206,29
359,59
1041,2
1130,17
241,6
513,59
1234,27
164,15
1652,56
665,1
1341,43
1616,21
1834,21
604,21
763,22
261,47
627,62
1015,31
1463,78
838,34
1759,35
644,74
850,42
727,40
1765,44
833,7
1249,18
134,79
574,79
523,26
84,18
1787,24
1,37
761,31
294,78
246,67
1448,64
403,19
415,38
1167,74
936,71
294,51
1601,0
1482,62
1885,19
643,26
660,29
417,50
1387,67
1009,77
594,75
790,29
1232,71
315,0
175,78
101,49
1996,24
1509,11
729,26
1198,28
252,32
753,44
550,56
1012,40
1782,24
460,32
701,34
1311,24
81,56
857,12
40,37
300,54
1235,6
85,60
524,29
1946,69
1923,54
892,67
1331,43
7,16
526,58
532,49
84,40
765,18
1483,23
286,32
250,67
1180,11
1396,43
350,73
1325,63
1391,36
1716,57
1711,30
475,20
701,26
1617,69
1058,22
1662,58
942,59
1884,33
1089,76
1283,51
1258,8
1430,75
699,19
627,49
1068,48
848,73
876,58
956,28
143,27
1644,9
1877,37
1009,33
1669,21
1295,24
1105,4
1861,65
976,65
1671,25
1125,41
118,21
1674,77
1964,26
886,33
1451,50
1481,19
139,30
1055,69
1365,26
1799,64
727,16
379,25
498,47
298,26
582,36
842,61
219,8
1025,10
156,33
381,16
1785,44
22,65
1728,58
727,73
1620,36
1579,5
1627,50
1402,75
320,46
219,54
132,48
968,12
682,53
1864,31
700,17
1290,41
808,25
423,52
735,65
1031,35
1740,62
37,1
1955,51
589,58
2,35
260,26
1787,65
1097,8
1105,78
1823,5
33,38
51,4
1089,0
170,23
681,19
1491,79
1681,38
1435,44
1227,48
1928,66
643,32
1797,33
1843,22
1495,7
224,60
110,73
183,20
755,22
789,54
1104,21
392,75
921,11
1700,10
1082,42
232,59
266,28
1711,4
100,43
1709,28
366,71
139,70
1023,46
430,45
1475,51
1444,31
273,32
465,6
1878,61
1319,69
847,53
1482,33
1181,6
1483,70
375,26
1888,73
516,50
698,54
848,43
580,54
1229,44
1288,7
410,58
1501,56
975,73
735,74
1427,41
1095,6
1219,22
469,17
125,35
1721,3
1551,28
1783,30
243,53
418,4
1266,39
1087,74
1116,79
586,0
81,6
961,3
817,38
1669,29
231,16
1119,3
742,41
1102,62
902,26
736,36
1490,50
316,5
848,31
1509,62
197,58
692,8
1591,46
754,76
1673,75
176,67
1998,47
1322,43
536,18
1306,5
225,42
30,42
15,32
620,28
1179,13
1150,76
806,41
1366,49
1249,62
624,29
993,27
622,39
1001,34
352,5
1002,36
1085,29
689,2
1052,57
1877,6
375,13
520,63
237,54
1425,18
115,8
691,68
1878,53
458,6
1020,55
1214,17
820,16
600,16
1534,72
860,72
1917,24
88,42
783,78
805,54
479,54
367,8
1845,50
928,31
1148,69
834,31
1117,49
1979,61
808,10
687,33
997,26
1241,49
1426,71
1976,30
1188,8
293,29
213,21
904,40
1223,75
1899,18
1172,13
1146,45
1070,19
1696,69
56,54
64,61
826,30
1706,16
754,77
1925,29
1904,35
542,3
916,49
757,49
1108,14
1869,65
1492,77
816,49
356,3
1338,10
1111,41
1368,1
1929,1
1479,33
461,44
470,7
1697,61
1188,50
1187,64
1463,36
1761,47
934,52
1513,50
296,37
382,76
692,49
1045,1
799,74
801,72
865,42
228,42
1098,63
382,39
1894,77
778,50
42,74
469,41
617,22
245,74
1118,29
1606,27
1007,63
860,63
402,29
1609,4
17,22
1814,23
1720,71
514,32
1759,53
732,72
913,48
1431,62
1541,44
284,23
1334,60
120,72
1583,10
1357,18
1856,67
612,35
1877,25
1370,78
1585,1
984,66
562,56
1608,3
1285,59
1861,30
1111,19
838,11
734,33
305,17
372,60
644,39
1761,20
30,0
470,56
941,73
459,18
727,29
356,33
258,8
132,19
1794,7
1702,42
1973,79
1782,25
1771,76
1191,42
823,47
1391,74
735,32
1238,40
1018,5
230,23
450,35
1663,78
738,38
272,29
45,65
395,19
1074,58
410,71
198,28
1956,59
986,75
1910,49
565,14
1917,64
95,43
494,26
1067,52
1316,55
1912,12
105,7
972,60
1864,29
859,9
1092,77
312,72
740,59
422,31
1292,43
180,31
1040,10
1105,48
1324,72
543,21
332,73
1431,22
793,25
214,72
171,7
138,27
1214,47
447,25
414,74
1784,26
571,24
1605,64
1805,34
130,77
1543,71
902,38
1659,23
346,10
1878,58
606,22
943,11
211,20
682,47
1709,2
1510,65
1537,61
1037,38
1546,75
850,40
717,21
886,77
536,63
1314,28
642,35
29,73
1191,48
1007,71
15,17
1439,11
883,69
1624,71
843,48
526,35
1165,48
37,11
1247,31
773,76
1913,13
1047,14
1729,60
1209,74
1777,75
1426,45
593,53
1283,19
761,72
1496,64
1122,35
1211,73
1282,2
1786,33
1214,71
132,63
1198,1
584,52
443,2
196,2
1957,47
736,59
1219,55
423,49
1174,63
1537,41
756,0
1118,4
1851,28
963,16
964,73
1558,33
979,68
1418,54
1637,2
667,27
1646,5
1536,20
285,60
1295,35
1593,26
878,41
1030,42
273,41
497,64
1238,18
1803,42
1163,38
1728,20
1715,47
1568,47
313,14
1784,31
971,65
362,2
559,9
306,65
1728,72
234,12
1873,0
1646,30
59,29
323,23
1216,73
692,47
1536,66
83,16
396,64
1269,40
231,32
1483,34
965,54
1548,19
1397,29
1997,31
1244,62
1099,56
5,41
773,58
811,78
631,34
222,70
353,21
1272,23
464,11
1591,2
548,48
151,55
943,77
1397,21
380,4
1355,28
658,4
43,30
1643,45
280,51
1602,70
283,72
1479,7
1652,0
1846,50
1100,72
1635,36
475,14
1069,36
1372,24
156,75
1133,19
1114,32
474,64
1902,21
1976,33
345,1
1843,5
1970,72
1556,50
1488,27
920,76
721,41
1426,66
430,33
1085,6
26,66
1387,52
696,79
359,66
107,70
1219,54
1106,38
1965,32
1745,68
1687,48
1220,69
1503,39
177,40
134,50
1609,77
1319,53
1455,37
1405,51
675,61
938,77
745,21
966,13
258,49
310,22
1409,47
53,34
569,79
1187,69
215,21
1826,41
664,4
825,72
1793,55
1352,40
1801,73
1593,31
203,53
628,16
132,55
958,65
437,30
662,37
1847,54
742,71
319,66
499,42
897,70
1289,54
1026,49
1608,28
1463,16
578,61
1534,73
926,30
144,55
1695,1
1450,71
1793,54
972,8
1216,7
1597,9
412,47
331,67
1990,23
1631,62
1262,50
656,64
874,45
117,22
504,63
721,7
1771,46
343,58
1829,73
1492,53
368,33
1933,76
1874,61
1980,43
770,69
973,51
410,65
862,56
1517,56
1149,73
537,31
1162,72
172,56
1385,4
867,73
1899,67
433,11
522,21
522,26
1977,16
536,76
1691,47
1972,41
1526,51
25,47
55,12
1039,55
1270,49
628,3
919,7
537,70
1031,7
299,15
54,57
1271,42
1457,41
1651,74
629,43
370,31
1870,17
889,14
475,78
293,62
1162,61
1462,26
1087,70
742,57
1226,44
1805,32
1225,67
930,39
859,49
1300,16
1119,76
966,45
1943,29
336,9
610,45
1474,71
1279,27
958,44
1210,39
1383,25
18,10
1577,26
1248,50
655,8
837,63
1467,12
552,15
581,71
940,30
292,11
796,23
766,30
1717,21
868,59
1813,27
408,38
1767,43
1131,15
1727,37
1415,47
702,26
751,32
1814,71
1253,8
